	Proximal Inflammatory	Proximal Proliferative	TRU
PRSS23	0.509296837109902	-0.104867020495944	-0.236775900608591
CD99	0.209647240959922	0.0928518582348891	-0.24205368999966
ACTN1	0.304948406406578	-0.21395559199458	-0.228875426795174
CCDC90B	0.354668676001388	-0.0999136335042565	-0.11703430571634
GZMA	0.365737689533257	-0.202640977487469	-0.178492178877651
NMI	0.277672975425056	-0.0920811602703961	-0.0282814457984129
CYBB	0.463837336075458	-0.918136353381328	0.0407483355947066
CHST11	0.401608669455791	0.118182757079291	-0.211070329621844
MCF2L	-0.593807124863232	0.420772845077674	0.105399511891391
ATP1B1	-0.412430804768029	0.689133348154384	0.377302945190691
PLEKHO1	0.31078241446439	-0.503637366552515	-0.24997552350895
LHFPL2	0.487776628029495	-0.551757157269123	0.0295373329559983
PCOLCE	0.393870726372439	-0.428934977648976	-0.196652481310535
TMC5	-0.322627617209632	-0.0053057604221222	0.257416035862123
SCNN1A	-0.451205346822355	0.338989701321342	-0.00691951206718165
CASP1	0.279883862941142	-0.787778466786681	0.116959245737817
PRKAB1	-0.407130897384803	0.435645466587236	0.24025064433425
THY1	0.373024605652075	-0.229908601656522	-0.315635941172195
GSTA1	-1.29896001644442	1.4861663155093	0.559177768503885
KLK11	-0.859586184487598	1.35963972104508	0.893389545015568
WARS	0.239167773104315	-0.0661108504392361	-0.189822674426617
COL6A3	0.329326214089397	-0.46890225216008	-0.223675571114911
MTUS1	-0.523874840425111	0.348491618130947	0.418197346794061
GIMAP4	0.313795419832447	-0.363148634702973	0.192978983035165
ADAMDEC1	0.629214937213415	0.159962861770356	-0.248528671508151
SLC31A2	0.438998348862475	-0.489581735175805	0.0493505828490744
SORBS2	-0.877309403110077	0.432573829962994	0.638210429494461
PTPRC	0.332252297515247	-0.613457877098205	0.185453591674775
TAP1	0.372721265888614	-0.289462122361909	-0.135854533036558
LAP3	0.254586703788501	-0.232992090951945	0.0533748998669121
ZYX	0.235079125346905	-0.697274232408006	-0.118660587401566
FMO5	-0.732934145152045	-0.111313955901851	1.01750719587409
PYGL	0.250263302931444	-0.0296841504284988	-0.621650152060991
ATP2C2	-0.745435954815433	0.490861186397477	0.160854302064605
PALLD	0.450988195960704	-0.271945576763504	-0.175207097334575
KCNN4	0.54969730765562	-1.56511836931188	0.019084978770059
CCL18	0.0493975671555114	-0.582885072757502	-0.172981816484451
STXBP1	-0.31018345275841	-0.0926050271513222	0.542271122480282
