	S1	S2	S3
LPIN2	0.19443640945533	-0.280357079657432	0.223580080721234
HRSP12	0.616775497678296	-0.902946816723303	0.326309809241176
CPS1	0.680064473905028	-2.58303186260732	0.32571038574747
RHOB	0.256469346019622	-0.517214721707395	0.403329695210515
QDPR	0.338283503922079	-0.669397729506439	0.372489514300591
PDK4	0.120963562774322	-0.893468721573026	1.10477420433404
ALDH1A1	0.140758526203805	-0.647982000514753	0.383626720205727
SLC2A2	-0.284139833759326	-1.64254611094338	0.398083177265743
IL13RA1	0.0814926048224293	-0.146100060602359	0.300566251845966
TOB1	-0.0259053867500464	-0.5625131426791	0.575843924732497
PIK3R1	-0.205332560694693	-0.467334898931475	0.414269489403579
MAOA	-0.135628593018185	-0.499916439495672	0.278980340369196
ITIH3	0.110630933931939	-1.1099478198407	0.354399748656012
DNASE1L3	1.0596825042939	-0.85215661780561	0.410603736567996
PGRMC1	-0.133151327391178	-0.572762742083784	0.504118044274154
CRABP1	0.268484240926517	0.254162305881567	0.125082032949098
RBP5	0.295911685418921	-1.19320717232229	0.432898689617432
MAOB	-0.108449782487789	-0.637193182510855	0.30226809532372
CFB	0.0641030745234532	-0.720048501335178	0.137519667288738
CYP3A7	0.288872462784548	-0.417726789044914	-0.0637978895200813
AGL	-0.0534155986433527	-0.367111683918807	0.627415902781575
CD302	0.250678649718752	-0.651934937225681	0.268323263639278
APOC2	0.155550957769236	-0.931188517105444	-0.0290252005375375
CRYAA	0.150403398952856	-1.61037123542401	0.762309681021838
SHB	0.13753535038818	-0.230124109562021	0.0181717491541478
ASGR2	0.287751971364554	-0.632140122658044	-0.14027476106473
GCKR	0.344365038514736	-0.8247962810457	0.395708376865424
GSTA2	0.547598634174268	-1.49503239586128	1.11534608225962
LCAT	0.777344236019498	-0.93773188186772	0.0906241366360183
GPX3	0.804968340203719	-0.595387805486442	0.0883755206370381
TCEA2	0.534229330829914	-0.418734144004151	0.460759651720411
ACADM	0.0743861676976446	-0.464078582390142	0.512767216809985
BLVRB	0.194710896086143	-0.336552025545111	0.205998123681476
TDO2	0.412817625177838	-1.29379255029245	-0.326864826752656
NDUFV2	0.069083492374339	-0.00353736121618189	-0.0711904992454196
KNG1	-0.248765608162543	-1.59546842186539	0.56099864383385
KCNJ8	0.11587762973463	-0.896149951234717	0.776821393528037
CA2	0.421624540826985	-0.401616318030313	0.213033070463689
NFIC	-0.290140243070262	-0.681094262990821	0.39250467342266
CECR1	0.207486641986298	0.186296266872599	-0.144636891382351
GSTZ1	0.307372356675539	-0.56611803086365	0.671159402309128
CPA3	0.501326137824582	0.199050123990363	0.242968694854742
ITPR2	-0.174619821894638	-0.594842999167791	0.398297472905516
ALDH1B1	0.174451501361614	-0.294697274108706	0.279128037842947
SDHB	0.168028529832612	-0.298753629487067	0.194387495175506
BLOC1S1	0.0275849995970199	-0.0147730045762955	0.0347065684415094
BPHL	0.0730134348787142	-0.463353137340855	0.30867702332008
C4A	0.0727666972654179	-0.491104816427929	-0.1048895435978
ABCC6	-0.0205081617469552	-0.676775194350163	0.251514121968224
ADK	-0.0144328946720889	-0.427544331085055	0.2117116674971
SLC6A1	-0.3530393440453	-1.19829172735288	0.663136538689513
AMFR	0.116700263680623	-0.195238158798275	0.124238354946097
ALPL	0.917904221015375	-0.772523721298908	0.287597539053552
PROS1	-0.0295997783751549	-0.507258100563765	0.268577119725484
MTHFS	0.162258068159524	-0.425278257016706	0.282281662583959
ABHD2	0.0983193154776032	-0.344303656516721	0.418977872495525
ASCL1	0.228179180204764	0.174614117968391	1.3018363573146
ACADSB	0.189509621293787	-0.80959121805895	0.306217357603601
GCH1	0.746497662258446	-0.321896578135854	0.185510351771815
ARSA	0.155699983044179	-0.319861297554931	0.157407705197037
ICAM3	0.372711069780743	-0.214346348860462	0.110813634538735
TMOD1	0.4351649759942	-0.455107453149861	0.401961378133772
IL6R	-0.243192857187656	-0.679541457795364	0.678833065890891
HMOX2	0.339655719119185	-0.100847280602209	-0.0108867368973577
CP	0.154976810875965	-0.789474073668119	0.108038213415993
EPAS1	0.174906065077304	-0.145108659274967	-0.00939124530344443
APOH	-0.166017662252087	-1.19743298112523	0.00756112260687923
MAPRE3	0.163886313975174	-0.316659361324603	0.0814285228380991
ETS2	0.394118225839705	-0.217157861308676	0.119493007435488
SLC35D1	0.150365636078501	-0.463484808359297	0.419407415105896
PLCG2	0.464639436557985	-0.441963051766647	0.245002216339925
ALDH3A2	0.195976142513794	-0.364923437546938	0.150454622049869
AMT	-0.204632155837239	-0.523422251213612	0.108919717315543
CYFIP2	0.260379361182493	-0.00689127144719974	0.154869928754863
EMP2	0.0165820305773416	-0.254381029826683	0.129633215631095
INSR	0.135831293709393	-0.248079343344739	0.169417633431738
TPMT	0.0328536120794276	-0.337196007100179	0.283748344975036
EGFR	0.119178267824763	-0.23334511035686	0.377105733274827
FH	0.114444666011808	-0.332053790421713	0.209630059341747
ASGR1	0.131304191543543	-0.726840005916882	0.111346206985574
CXCL2	0.802172910217052	-0.322234074041893	-0.0614193401960364
PTS	0.400356836986038	-0.147926578074039	0.0525955699911725
CPA4	0.179393119349178	0.213771746761627	0.0650064875688798
ASL	0.573233245391992	-0.545923921510288	0.192582559135461
FKBP2	0.0119203860401508	-0.0946924547202465	-0.0301849678940214
PGM1	0.0299732687317063	-0.419829455981127	0.348237576968092
MME	0.413968774658101	0.00242001906966589	2.34591404556485
SMARCA2	0.0541009983390865	-0.288898020765528	0.258564469841735
F2	-0.027521235353405	-1.06169686671146	0.261548917412449
CD14	0.621651876430515	-0.77842375011282	0.419898700938645
MYLK	0.0971536983843685	-0.566212778600159	0.464541984841105
SOAT1	-0.0275957680447314	0.314431945938766	-0.135815862260411
NFIB	0.0100325159660867	-0.313966539074788	0.134774805236414
PLA2G2A	2.99467520008054	0.130311847526425	-0.421175652674825
AKR1C1	0.469653251579321	-0.280971458697438	-0.0450918798971869
SLC6A12	0.251689309074906	-1.14418030035378	0.347994776254053
ACADS	0.453115475387753	-0.382875657951648	0.186222910507683
POLD4	0.171136086118236	-0.0554908093610582	-0.0697590847878977
ACOX2	-0.0373007989221308	-1.09538126215517	0.52308558659506
SLC7A2	0.580351068513775	-0.454556927359374	0.415818309487572
COX5B	-0.029697900316601	0.015696759036999	0.0333099308284396
APOA1	-0.165714541770968	-1.26364763059239	-0.43006442839102
EDNRB	0.492242409966514	-0.410929283783195	0.173452643121201
SOD2	0.734866119124812	0.0871053626029016	-0.173880510786383
TGFBR3	0.20483193494613	-0.605860787642771	0.566530230264095
SREBF1	0.198653846767879	0.159702132003674	-0.269058285623936
ACADVL	0.202218791830826	-0.124350511275843	-0.0461277507490254
PPP2R1B	0.498895685096411	-0.293526689817995	0.0505406379962372
SLCO2A1	0.821911823921655	-0.631980791835092	-0.0481707508390087
PNPLA4	0.108095748258558	-0.303951580929605	0.190684576629283
CGREF1	0.190404968547259	0.0743101693031106	-0.10336934231666
FLT4	0.517007113833777	-0.244147042676394	0.00455916307793795
CFH	0.33874364010294	-0.544776981681264	0.175822599980665
GCHFR	0.194360766631515	-0.403954513171507	0.187227348859667
IFIT1	0.213596042400148	-0.648441924295395	0.356035020363398
ARHGEF12	0.00755128563424117	-0.217720963079725	0.151609637567958
IDH2	0.250524122983781	-0.0280495142965061	-0.031180452793542
CSTB	-0.0885970196211686	0.219262334983191	-0.157126762026616
CNGA1	0.592407397428542	-0.497897374129125	0.393963386729449
SPARCL1	0.235374152862528	-0.322352671521101	0.838969859718886
GGH	-0.112033938167496	-0.176586165593589	0.171372960894459
SLPI	0.143000477204165	-0.443921869653687	-0.89210937422444
KLKB1	0.323267460007157	-0.847708253005537	0.619320235817499
IMPA1	-0.0209685588083283	-0.147387068288874	0.120950443140717
ATP5J	0.0660162928165079	-0.138288648079045	0.0893642064689045
FXR2	0.13753707291987	-0.0249688200820935	0.0193224839104064
HMGCS2	0.0941492685572489	-1.22527691104038	0.424554207017781
NFKBIA	-0.0208126703513948	-0.244274164229023	0.170430897540135
MYO1E	0.378118357744648	-0.0388573058847467	-0.0928500792875847
KMO	1.10762014647859	-0.877860526067448	0.0446049143766045
TJP2	-0.0578879952171328	-0.158902580074346	-0.00582531479897401
DRG2	0.0939491204649369	-0.0858518643122103	-0.0962722159173592
PKLR	-0.59803535586988	-1.11309860980772	0.397943972039572
SRD5A1	0.225279764355707	-0.646925391067936	0.610821206031084
CTSO	0.106550600308053	-0.501446895291169	0.331051010207837
SERPINA3	0.252460480957151	-0.542371306858098	-0.471863904076158
ANXA6	0.0617479362546374	-0.501020908708969	0.327372714221201
ATP5D	0.298759651657752	-0.0895639671466294	0.0326201550253126
IDH3A	0.085277974807403	0.026508917386463	0.0812892083724164
GPX2	0.770788128721672	0.160176177095843	-1.27927732034114
LPIN1	0.0353270659021806	-0.27472507216414	0.448309801769854
ISG15	0.666030355978542	0.0478685128335816	-0.13447407570654
